label,tweet,clean_text_dl,clean_text_classical
happy,"karena aku merasa tidak ditanggapi dengan akun terkait, maka aku putuskan untuk report feed tersebut ke pihak Instagram. well, hari itu juga feed yang aku report dihapus pihak ig. im happy because Instagram concern about copyright issue",karena aku merasa tidak ditanggapi dengan akun terkait maka aku putuskan untuk report feed tersebut ke pihak instagram well hari itu juga feed yang aku report dihapus pihak ig im senang because instagram concern about copyright issue,aku rasa tanggap akun kait aku putus report feed sebut pihak instagram well hari feed aku report hapus pihak ig im senang because instagram concern about copyright issue
fear,Klo kemaren2 sih aku emng gk pernh ngeplay video karena ya itu.. Takut gk bisa tidur.yg terakhir. Btw Semoga kita gk slh pilih jawaban aja buat voting selanjutnya.,kalo kemarin sih aku memang enggak pernh ngeplay video karena ya itu takut enggak bisa tiduryg terakhir btw semoga kita enggak salah pilih jawaban saja buat voting selanjutnya,kalo kemarin sih aku memang enggak pernh ngeplay video takut enggak tiduryg akhir btw moga enggak salah pilih jawab buat voting lanjut
anger,Tipikal cowo menye menye bgt ni. Paling ngga bisa diajak argumen. Menyalahkan orang dan mengeluh terus ni manusia maha sempurna. Pen ngatain goblok tapi puasa.,tipikal cowok menye menye banget nih paling enggak bisa diajak argumen menyalahkan orang dan mengeluh terus nih manusia maha sempurna pengin mengatai goblok tapi puasa,tipikal cowok menye menye banget nih paling enggak ajak argumen salah orang keluh terus nih manusia maha sempurna pengin katai goblok puasa
love,"[USERNAME] Gua juga cuma fokus ngeliatin sambil 'iya sayang, iya iya i love you too, udah jangan ketawa terus, nggak usah malu malu gitu kamu emang cantik' [URL]",gua juga cuma fokus melihati sambil iya sayang iya iya i cinta you too sudah jangan ketawa terus enggak usah malu malu begitu kamu memang cantik,gua cuma fokus lihat iya sayang iya iya cinta too jangan ketawa terus enggak usah malu malu kamu memang cantik
love,"Siapakah yang mencintaiku dan akan mencintaiku selamanya dengan cinta yang tak mungkin lenyap oleh kesulitan, penderitaan dan kejahatan yang kuperbuat? Orang itu adalah kau, Ibuku. (Anonim)",siapakah yang mencintaiku dan akan mencintaiku selamanya dengan cinta yang tak mungkin lenyap oleh kesulitan penderitaan dan kejahatan yang kuperbuat orang itu adalah kau ibuku anonim,siapa cinta cinta lama cinta tak mungkin lenyap sulit derita jahat buat orang kau ibu anonim
sadness,"[USERNAME] Oh iya. BAY DE WEY: Jd sekalian nih: 1. Kl blm mapan JANGAN KAWIN 2. Kl mau idup enak, belajar manage duit yg bener Pesan ini disampaikan oleh pria 24th beranak 2. Brb, kill myself",oh iya bay deh wey jadi sekalian nih kalo belum mapan jangan kawin kalo mau hidup enak belajar manage duit yang benar pesan ini disampaikan oleh pria tahu beranak brb kill myself,iya bay deh wey jadi sekali nih kalo mapan jangan kawin kalo mau hidup enak ajar manage duit benar pesan sampai pria tahu anak brb kill myself
anger,"[USERNAME] kalau ada perbedaan pendapat rasanya soal wajar, tapi kalau sudah menyudutkan dan menyalahkan itu yg ngga bener. sekecil apapun pelecehan tetaplah pelecehan dan harua ada hukuman. efek pelecehan bisa jangka panjang. #forgiveme",kalau ada perbedaan pendapat rasanya soal wajar tapi kalau sudah menyudutkan dan menyalahkan itu yang enggak benar sekecil apapun pelecehan tetaplah pelecehan dan harua ada hukuman efek pelecehan bisa jangka panjang,kalau beda dapat rasa soal wajar kalau sudut salah enggak benar kecil apa leceh tetap leceh harua hukum efek leceh jangka panjang
fear,"Anjrittt serem sendiri. Td pas pulng kantor krna jarak kantor ke rumah naik motor kuranglebih 50menitan. Dri pd ngantuk suka nya ngomong sendiri atau sok2an lg ngobrol sama siapa gtu (jng bilang saya gila, obat ngantuk saat nyetir). Nah tema hari ini comeback ftisland.",anjrittt seram sendiri tadi pas pulng kantor karena jarak kantor ke rumah naik motor kuranglebih menitan dari pada ngantuk suka nya mengomong sendiri atau sokan lagi mengobrol sama siapa begitu jangan bilang saya gila obat ngantuk saat nyetir nah tema hari ini comeback ftisland,anjrittt seram sendiri tadi pas pulng kantor jarak kantor rumah naik motor kuranglebih menit ngantuk suka nya omong sendiri sok obrol sama siapa jangan bilang gila obat ngantuk nyetir nah tema hari comeback ftisland
anger,"Cowo yg berpenghasilan kecil tapi usaha sendiri itu JAUH lebih patut di sukai, di hargai, dari yg berpenghasilan besar tapi lewat belakang.",cowok yang berpenghasilan kecil tapi usaha sendiri itu jauh lebih patut di sukai di hargai dari yang berpenghasilan besar tapi lewat belakang,cowok hasil kecil usaha sendiri jauh lebih patut suka harga hasil besar lewat belakang
love,"Musim terindah adalah Ketika kau nyalakan pagi dengan senyumanmu. Ketika kau payungi siang dengan sapamu, Ketika kau tutup malam dengan belai manjamu. Sesungguhnya aku tulus cinta padamu.",musim terindah adalah ketika kau nyalakan pagi dengan senyumanmu ketika kau payungi siang dengan sapamu ketika kau tutup malam dengan belai manjamu sesungguhnya aku tulus cinta padamu,musim indah kau nyala pagi senyum kau payung siang sapa kau tutup malam belai manja sungguh aku tulus cinta pada
love,Perkenalan pertama kali sama Laruku adalah saat mereka jadi Ending Song Samurai X. Langsung jatuh cinta,perkenalan pertama kali sama laruku adalah saat mereka jadi ending song samurai kali langsung jatuh cinta,kenal pertama kali sama laru jadi ending song samurai kali langsung jatuh cinta
anger,Apa sih maunya BRI ini? Dari tadi mau transfer ke Bank lain via BRI Mobile begini terus. Serius gak sih melayani konsumen? [USERNAME],apa sih maunya bri ini dari tadi mau transfer ke bank lain via bri mobile begini terus serius enggak sih melayani konsumen,apa sih mau bri tadi mau transfer bank via bri mobile begini terus serius enggak sih layan konsumen
happy,"Congratulations on your 1st Holly Communion, Xellent. Mommy,Papa, Ompung,Unty, Tulang, Bou, Uda Xaviera are so happy to be able to witness and accompany you on this special day. Semoga Xellent tumbuh mjd anak yang menyenangkan hati Tuhan menjadi Saluran Berkat bagi byk orang. [URL]",congratulations on your st holly communion xellent mommypapa ompungunty tulang bou sudah xaviera are sok senang tapi be able tapi witness and accompany you on this special day semoga xellent tumbuh mjd anak yang menyenangkan hati tuhan menjadi saluran berkat bagi banyak orang,congratulations your st holly communion xellent mommypapa ompungunty tulang bou xaviera are sok senang be able witness accompany this special day moga xellent tumbuh mjd anak senang hati tuhan jadi salur berkat banyak orang
happy,Harini story iolls full muka alepan. Itu ja yg mampu buat pon haha. Happy birthday [USERNAME]. Bff yg paling gua sayang,harini story iolls full muka alepan itu saja yang mampu buat pon haha senang birthday bff yang paling gua sayang,harini story iolls full muka alepan mampu buat pon haha senang birthday bff paling gua sayang
love,"Ya allah tugasku telah selesai dengan baik, putri kecilku yang lucu dan kucintai telah menjadi wanita cantik.. bahagiakanlah ia bersama suaminya...",ya allah tugasku telah selesai dengan baik putri kecilku yang lucu dan kucintai telah menjadi wanita cantik bahagiakanlah ia bersama suaminya,allah tugas selesai baik putri kecil lucu cinta jadi wanita cantik bahagia sama suami
sadness,Kenangan bersama Mamita [USERNAME] . . . . . . #AndreBaraBere #JuliaPerrez #JuliaPerez #Jupenizer #lll #lfl #tflers #likeforlike #sick #Jupe #Meninggal #RIP #RipJupe #Cecepy #Cirebon,kenangan bersama mamita,kenang sama mamita
sadness,"Ketika rasa itu tinggi, maka seseorang pasti ingin tahu apapun terkait hal yang dia minati. Nah, disini peran respect sesungguhnya. Kebiasaan kita (karena mungkin gw jg gitu) suka menertawakan hal yg kita anggap itu lucu namun itu lah hal yg ingin orang lain minati.",ketika rasa itu tinggi maka seseorang pasti ingin tahu apapun terkait hal yang dia minati nah disini peran respect sesungguhnya kebiasaan kita karena mungkin gue juga begitu suka menertawakan hal yang kita anggap itu lucu namun itu lah hal yang ingin orang lain minati,rasa tinggi orang tahu apa kait minat nah sini peran respect sungguh biasa mungkin gue suka tertawa anggap lucu lah orang minat
anger,Anjir. Ini anak macam apa? Eike aja ngidam ayam WOW tinggal gofood ga nitip2 kesiapapun.. 19 tahun mah ngerti keles teknologi kek gmn.. ini antara dimanjain ga ketulungan atau ga cari perhatian ortu tapi caranya bocah bgt,anjir ini anak macam apa eike saja mengidam ayam wow tinggal gofood enggak nitip kesiapapun tahun mah mengerti kali teknologi kayak bagaimana ini antara dimanjain enggak ketulungan atau enggak cari perhatian orang tua tapi caranya bocah banget,anjir anak macam apa eike idam ayam wow tinggal gofood enggak nitip siapa tahun mah erti kali teknologi kayak bagaimana dimanjain enggak ketulungan enggak cari perhati orang tua cara bocah banget
love,"Karena cinta gak butuh alasan, gak perlu penjelasan, happy anniversary 8th to my lovely [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] diriku masi setia I love you so much",karena cinta enggak butuh alasan enggak perlu penjelasan senang anniversary tahu tapi my lovely diriku masih setia i cinta you sok much,cinta enggak butuh alas enggak perlu jelas senang anniversary tahu lovely diri setia cinta sok much
anger,[USERNAME] [USERNAME] [USERNAME] [USERNAME] Emang kmu dah bener? Emang kamun PINTAR? Emang pendidikan kamu S3 dri Amrik dg nilai ok? Emang kamu ornah jadi rektor OT? Emang kontribusi kmu terhadp negara sdh banyak? dan kalau semua jwbnnya TIDAK!,memang kamu deh benar memang kamun pintar memang pendidikan kamu si dari amrik dengan nilai ok memang kamu ornah jadi rektor ot memang kontribusi kamu terhadp negara sudah banyak dan kalau semua jwbnnya tidak,memang kamu deh benar memang kamun pintar memang didik kamu si amrik nilai memang kamu ornah jadi rektor ot memang kontribusi kamu terhadp negara banyak kalau semua jwbnnya
anger,"[USERNAME] [USERNAME] [USERNAME] Ganti presiden tp gak punya presiden cm. Preseden, sadar bro klo sebut ganti presiden pks mungkin nti fahri yg ganti",ganti presiden tapi enggak punya presiden cuma preseden sadar bro kalo sebut ganti presiden pks mungkin nanti fahri yang ganti,ganti presiden enggak punya presiden cuma preseden sadar bro kalo sebut ganti presiden pks mungkin fahri ganti
anger,hahahaha alay kamu ngancem nya ngereport spam segala,haha alay kamu ngancem nya ngereport spam segala,haha alay kamu ngancem nya ngereport spam segala
sadness,"Ada banyak jenisnya, Ada yang rindu tp udah beda dunia. Ada yang rindu tp udah ga di arepin lg. Ada yang rindu tp gengsi berucap. Ada yang rindu tp jauh. Ada yang rindu tp untuk apaaa, untuk apa cinta tanpa pembuktian, untuk apa kita pertahankan bila sudah tak lagi cintaa",ada banyak jenisnya ada yang rindu tapi sudah beda dunia ada yang rindu tapi sudah enggak di arepin lagi ada yang rindu tapi gengsi berucap ada yang rindu tapi jauh ada yang rindu tapi untuk apa untuk apa cinta tanpa pembuktian untuk apa kita pertahankan bila sudah tak lagi cintaa,banyak jenis rindu beda dunia rindu enggak arepin rindu gengsi ucap rindu jauh rindu apa apa cinta bukti apa tahan bila tak cintaa
sadness,"Aku rindu Tadi malam sebenarnya. Tapi sinyal menahanku. Jadi aku lanjutkan saja siang ini. [USERNAME] , aku rindu.. :(",aku rindu tadi malam sebenarnya tapi sinyal menahanku jadi aku lanjutkan saja siang ini aku rindu,aku rindu tadi malam benar sinyal tahan jadi aku lanjut siang aku rindu
love,"Salah satu sahabat terbaik! Teman, kakak, inspirasi untuk selalu berbuat baik dan melihat dengan prasangka baik serta selalu berbagi. Love you mabes",salah satu sahabat terbaik teman kakak inspirasi untuk selalu berbuat baik dan melihat dengan prasangka baik serta selalu berbagi cinta you mabes,salah satu sahabat baik teman kakak inspirasi selalu buat baik lihat prasangka baik selalu bagi cinta mabes
happy,"Jangan lupa bermain dan jangan terlalu sibuk untuk berfikir, hasil akhir adalah tentang Eksekusi dari sebuah pikiran mau kemana mau gimana dan mau jadi apa? . Selamat hari Selasa, semoga [URL]",jangan lupa bermain dan jangan terlalu sibuk untuk berpikir hasil akhir adalah tentang eksekusi dari sebuah pikiran mau kemana mau bagaimana dan mau jadi apa selamat hari selasa semoga,jangan lupa main jangan terlalu sibuk pikir hasil akhir eksekusi buah pikir mau mau bagaimana mau jadi apa selamat hari selasa moga
happy,"And then, bentuk thr lainnya adalah jalan2 keluar kota. Yes, bapak aing adalah orang yg hobby travelling dengan kendaraan sendiri. Jdi hampir semua wisata di jawa setidaknya sudah pernah dilajak sama bapak aing.",and then bentuk thr lainnya adalah jalan keluar kota yes bapak aing adalah orang yang hobby travelling dengan kendaraan sendiri jadi hampir semua wisata di jawa setidaknya sudah pernah dilajak sama bapak aing,then bentuk thr lain jalan keluar kota yes bapak aing orang hobby travelling kendara sendiri jadi hampir semua wisata jawa pernah lajak sama bapak aing
anger,"Pada ribut masalah via vallen ya Kenapa sih? Gamau nyinyir gua mah *Jadi seorang pemain sepak bola bla bla bla... Eh gausa d ss kali,coba aja klo yg nge dm orang biasa pst ga bakal bla bla bla... Itu nyinyir ,apa bau anyir ? nying !",pada ribut masalah via vallen ya kenapa sih enggak mau nyinyir gua mah jadi seorang pemain sepak bola bla bla bla eh enggak usah di ss kalicoba saja kalo yang nge dm orang biasa pasti enggak bakal bla bla bla itu nyinyir apa bau anyir nying,ribut masalah via vallen sih enggak mau nyinyir gua mah jadi orang main sepak bola bla bla bla eh enggak usah ss kalicoba kalo nge dm orang biasa enggak bakal bla bla bla nyinyir apa bau anyir nying
happy,"Kalo ga u [USERNAME] , mba muth yang ngeblurrr... Wkwkwk ada aja sih yg ngeblur foto terakhir semuanya blur na wkwk [URL]",kalo enggak lu mbak muth yang ngeblurrr haha ada saja sih yang ngeblur foto terakhir semuanya blur nya haha,kalo enggak lu mbak muth ngeblurrr haha sih ngeblur foto akhir semua blur nya haha
anger,"Saran sy kpd DPRRI, terbitkan kembali UU yg mengatur tentang hukuman mati atau seumur hidup bagi yg melakukan koruptor baik yg nilai rupiahnya besar atau kecil disamakan, supaya ada efek jera bagi koruptor dan tdk ada toleransinya",saran saya kepada dprri terbitkan kembali uu yang mengatur tentang hukuman mati atau seumur hidup bagi yang melakukan koruptor baik yang nilai rupiahnya besar atau kecil disamakan supaya ada efek jera bagi koruptor dan tidak ada toleransinya,saran dprri terbit uu atur hukum mati umur hidup laku koruptor baik nilai rupiah besar kecil sama efek jera koruptor toleransi
sadness,"Dari dulu hingga sekarang, sebagaimana biasanya, setiap kali memasuki bulan Ramadan, kegiatan pariwisata di Indonesia terasa agak lesu. Apakah Anda meraskan hal ini? Jumlah perjalanan wisatawan nusantara di tanah air, cenderung mengalami penurunan. #VIWIHotDealsForMiddleEast `",dari dulu hingga sekarang sebagaimana biasanya setiap kali memasuki bulan ramadan kegiatan pariwisata di indonesia terasa agak lesu apakah anda meraskan hal ini jumlah perjalanan wisatawan nusantara di tanah air cenderung mengalami penurunan,dulu hingga sekarang bagaimana biasa kali pasuk bulan ramadan giat pariwisata indonesia asa lesu ras jumlah jalan wisatawan nusantara tanah air cenderung alami turun
sadness,"Agak cape jg debat dg orang2 yg melihat sgalanya dlm konteks hitam putih. Kenapa bisa berubah pandangan, mis dr kontra jd pro. Apakah hanya soal kepentingan instan. Bisa sj, tp smua keputusan pasti sdh mlewati pengalaman ttt. Ya hrs dipahami dlm konteks pengalaman itu #TGB",agak capek juga debat dengan orang yang melihat sgalanya dalam konteks hitam putih kenapa bisa berubah pandangan mis dari kontra jadi pro apakah hanya soal kepentingan instan bisa saja tapi semua keputusan pasti sudah mlewati pengalaman ttt ya harus dipahami dalam konteks pengalaman itu,capek debat orang lihat sgalanya konteks hitam putih ubah pandang mis kontra jadi pro soal penting instan semua putus mlewati alam ttt paham konteks alam
